time,P_generator,Q_generator,V_bus_01,V_bus_02,V_bus_03,V_bus_04,V_bus_05,V_bus_06,V_bus_07,V_bus_08,V_bus_09,V_bus_10,V_bus_11,V_bus_12,V_bus_13,V_bus_14,V_bus_15,V_bus_16,V_bus_17,V_bus_18,V_bus_19,V_bus_20,V_bus_21,V_bus_22,V_bus_23,V_bus_24,V_bus_25,V_bus_26,V_bus_27,V_bus_28,V_bus_29,V_bus_30,V_bus_31,V_bus_32,V_bus_33,V_bus_34,V_bus_35,V_bus_36,V_bus_37,V_bus_38,V_bus_39,f_gen_01,f_gen_02,f_gen_03,f_gen_04,f_gen_05,f_gen_06,f_gen_07,f_gen_08,f_gen_09,f_gen_10
0,8.21977002538218,0.436269834569362,1.02689619675705,1.02001666624597,0.99447483961839,0.960052914488354,0.958759194400415,0.959595583265732,0.953428280202794,0.95459830027182,1.02020748978919,0.965720464430389,0.96248971145941,0.945223402898302,0.964270555325827,0.965187824060215,0.973078921276371,0.991037183180515,0.995070011903285,0.993422115057645,0.990604030237737,0.987464309584295,0.997579428206033,1.02295995468122,1.02167673627957,0.999263896725713,1.02837994251279,1.01926682520478,1.00205421142613,1.01980305097993,1.02109290474891,1.04990032627657,0.982000407484284,0.984100409692964,0.997200872807602,1.01230087613236,1.04940108840344,1.06360108401266,1.02750044803667,1.02650102943883,1.0300000719806,1,1,1,1,1,1,1,1,1,1
0.2,8.21976581197761,0.436269131685302,1.02689634378284,1.02001685759086,0.994475040116049,0.960053108719427,0.95875938752272,0.959595776101752,0.953428472315214,0.954598491454614,1.02020762188374,0.965720652071003,0.962489901630435,0.945223589244182,0.964270745017948,0.965188021132473,0.973079138955677,0.991037411654313,0.99507023484134,0.993422330404824,0.990604276065881,0.987464585016073,0.997579651095649,1.02296017059666,1.0216769419533,0.999264124040779,1.02838009875034,1.01926704806138,1.00205443309992,1.01980331134105,1.02109317049967,1.04990045693871,0.982000579005199,0.984100570900671,0.997201083025544,1.01230119020072,1.04940130699953,1.06360124211743,1.02750060259845,1.02650129160951,1.03000011870622,0.999999965064363,0.999999959528234,0.999999959155672,0.999999950271538,0.99999994611807,0.999999956025321,0.999999956701142,0.99999996115986,0.999999949447621,0.99999997972829
0.4,8.21976092568697,0.436268219703308,1.02689648089711,1.0200170221294,0.994475214203374,0.960053285264132,0.958759568883695,0.959595957779237,0.953428654400047,0.954598673034264,1.02020775024188,0.965720825861157,0.962490078889232,0.94522376174441,0.964270919399559,0.965188199058754,0.97307932626899,0.991037604366685,0.995070424180451,0.993422515063769,0.990604478408985,0.98746481063787,0.997579833734196,1.02296033924555,1.02167710315841,0.999264314759182,1.02838021901172,1.01926723217719,1.00205461843999,1.01980352857608,1.02109339171522,1.04990055558314,0.982000744034681,0.984100719918018,0.997201250466193,1.01230144479778,1.04940146607249,1.06360134982795,1.02750071619575,1.02650150633936,1.03000016337049,0.999999928575556,0.999999925961939,0.999999925849744,0.999999917729963,0.999999911060791,0.999999921049695,0.999999919317671,0.99999992797294,0.999999918332127,0.999999950083147
0.6,8.21975900788041,0.436267205643762,1.02689652586455,1.02001704629394,0.994475239185839,0.960053319651259,0.958759612541999,0.959596001863173,0.953428701879723,0.954598721623847,1.02020779355855,0.965720861934769,0.962490118067935,0.945223797966544,0.964270954063293,0.965188230987169,0.973079348359209,0.991037621773341,0.995070441989751,0.993422536206915,0.990604487500228,0.987464827011134,0.997579844401366,1.022960337746,1.02167709880461,0.999264330623479,1.02838021859646,1.01926723232162,1.00205462629739,1.01980351649809,1.02109337440733,1.04990055784362,0.982000780813263,0.984100745404836,0.997201240088831,1.01230146760403,1.04940145199876,1.06360130764405,1.02750070980737,1.02650147541243,1.03000017857566,0.999999900564799,0.999999906623495,0.999999907523963,0.999999910600461,0.999999908220644,0.999999906021152,0.999999904163147,0.999999906804143,0.999999915879619,0.999999905977936
0.8,8.21976188999109,0.436266753165716,1.02689638912936,1.02001684293784,0.994475020133488,0.960053104706681,0.958759400236745,0.959595788849726,0.953428494064471,0.954598516570043,1.02020766358892,0.965720649152829,0.96248990465261,0.945223588050834,0.964270739573376,0.965188010297433,0.973079105652974,0.991037366929576,0.99507019283339,0.993422297824962,0.990604210848697,0.987464538640993,0.997579594018811,1.0229600920912,1.02167685351485,0.999264074901395,1.02838004290673,1.01926696898686,1.0020543707611,1.01980319076653,1.02109303516246,1.04990040987001,0.982000570674875,0.984100548431793,0.997200971921189,1.01230116063239,1.04940121508332,1.0636010753349,1.02750054732654,1.02650112277428,1.03000013409431,0.999999890933044,0.999999896100545,0.999999897901539,0.999999907771347,0.999999915217872,0.999999905823924,0.999999907785735,0.999999894864026,0.999999914217225,0.999999863406631
1,8.21976456109469,0.436266901016509,1.02689613197341,1.02001650365959,0.99447465088492,0.96005272883502,0.958759018711514,0.959595405388814,0.953428116387122,0.954598142528851,1.02020741569325,0.965720272081748,0.962489524218583,0.945223215958439,0.964270361507435,0.965187625896465,0.973078694472808,0.991036940258187,0.99506978189358,0.993421901286815,0.990603758590716,0.987464063594078,0.99757917147838,1.02295968149004,1.02167644552061,0.999263645090658,1.02837976212162,1.0192665756457,1.00205397218291,1.01980273929526,1.02109257282773,1.04990017057094,0.982000194217386,0.98410020178925,0.997200544261644,1.0123006520705,1.04940082684498,1.06360071622983,1.02750028868048,1.0265006552755,1.03000005001758,0.999999881924261,0.99999988384747,0.999999885880697,0.999999896443508,0.999999905743378,0.999999899435899,0.999999899349643,0.999999883014087,0.999999895992313,0.999999842574492
1.00006529206147,8.31578874851011,0.579113529280319,1.02013701392834,1.00497324736947,0.974347716194066,0.936418777667022,0.933971126608356,0.933741955751028,0.93018931096523,0.932450764187416,1.01043685727576,0.934227184487983,0.933246416252631,0.916476266490742,0.934916336044235,0.939680975433635,0.95006247572255,0.969730122716306,0.974656843457661,0.973090845759356,0.971325105884732,0.968752353117346,0.977367230191241,1.0045775492762,1.00350188048069,0.978039975684145,1.01443262616055,1.00192988243428,0.983247735165037,1.00367636188898,1.00562882508751,1.03853996394244,0.949582578730978,0.934227184487983,0.980374782208794,0.994126686463838,1.03352608911309,1.05024320821919,1.01567377846179,1.01298561025037,1.02729484287458,0.99999804742321,0.999997707677951,0.999999885880697,0.999998985737772,0.999999712284428,0.999999162786925,0.999999099714208,0.999999132413364,0.999999668823804,0.999999568154616
1.00015005508682,8.31659771003573,0.57901947165303,1.02014506775976,1.00497818998704,0.974346396952984,0.936410984403823,0.933961163750849,0.933731382085406,0.930179879253445,0.932441830088525,1.01043361591861,0.93421681474642,0.933235988688792,0.916466093780945,0.934906030404624,0.93967081127339,0.950049594549137,0.969716134847408,0.974646735046171,0.973083779638651,0.971308518167174,0.968734734279905,0.9773519105312,1.00456219341873,1.00348683287337,0.978025349571592,1.0144457137914,1.00192412572128,0.98324020745727,1.00366032649243,1.00561048815352,1.0385721272515,0.949565126422162,0.93421681474642,0.980359837135234,0.994107763982697,1.03351171487967,1.05023191345212,1.01567578874474,1.01296469354355,1.02729550416684,0.999995677454228,0.999994881667222,0.999999885880697,0.999997802381693,0.9999994607472,0.999998205536367,0.999998060679542,0.999998154043307,0.999999372668517,0.999999211539882
1.00023481811217,8.31739064595891,0.578927097641246,1.0201529596367,1.00498302712223,0.974345092392962,0.936403334616121,0.933951388994961,0.933721008612817,0.930170625848185,0.93243306472821,1.01043043466928,0.934206639770889,0.933225757488734,0.916456112139944,0.934895917809949,0.939660836050573,0.950036951011551,0.969702404190995,0.974636809488131,0.973076838340326,0.97129222968587,0.968717430118153,0.977336874806353,1.00454712228974,1.00347206297114,0.978010993137685,1.01445853356586,1.00191846624433,0.983232811860862,1.00364458730013,1.00559249187469,1.03860365410023,0.949548007576504,0.934206639770889,0.980345157037251,0.994089175114641,1.03349760745545,1.05022081892259,1.01567775091452,1.01294416699156,1.02729615118434,0.99999333046594,0.999992053918716,0.999999885880697,0.999996616916203,0.999999208445108,0.999997246458396,0.999997019789248,0.999997167890984,0.999999074053611,0.999998854213752
1.0003756243292,8.31867346000011,0.578777219198421,1.02016574978473,1.00499098894196,0.974343029179973,0.936390966592619,0.933935575124385,0.933704225112601,0.930155654195642,0.932418882478361,1.01042528414995,0.934190177047582,0.933209203919048,0.916439962215536,0.934879555910632,0.939644696479716,0.950016480014512,0.969680168268867,0.974620748884479,0.973065623132196,0.971265823657412,0.968689368125382,0.977312522236053,1.00452270768085,1.00344813347492,0.977987742657175,1.01447935379452,1.00190932101757,0.983220851193364,1.00361910607784,1.00556335152112,1.03865520876645,0.94952029637193,0.934190177047582,0.980321345286303,0.994059017734743,1.0334747515943,1.05020282333504,1.01568096228819,1.01291092065105,1.02729719655099,0.99998948117316,0.999987352803014,0.999999885880697,0.999994643115785,0.999998787680599,0.999995649330742,0.999995286696126,0.999995512968704,0.99999857270761,0.999998259100486
